date,temp_c,dewpoint_c,abs_humidity_g_m3,month
2020-09-24,18.0,16.2,13.69701753116786,9
2020-09-25,21.7,19.5,16.650400793325378,9
2020-09-26,21.4,18.8,15.955326064983893,9
2020-09-27,21.1,18.9,16.07174983024951,9
2020-09-28,22.0,18.9,16.022742292227402,9
2020-09-29,15.3,13.3,11.466136840375457,9
2020-09-30,15.1,9.5,8.921265644938986,9
2020-10-01,17.8,11.0,9.770321171356766,10
2020-10-02,14.4,5.2,6.664722914637741,10
2020-10-03,13.9,7.3,7.717031162355367,10
2020-10-04,15.6,9.1,8.669181623052912,10
2020-10-05,16.6,11.5,10.141458571155976,10
2020-10-06,18.0,13.2,11.285900644040765,10
2020-10-07,20.1,15.5,13.003434506077854,10
2020-10-08,20.2,14.1,11.87680197938444,10
2020-10-09,20.4,16.2,13.58503373939541,10
2020-10-10,21.1,19.4,16.580850519216437,10
2020-10-11,21.8,20.0,17.16956913518143,10
2020-10-12,21.6,19.0,16.14502333519653,10
2020-10-13,20.3,14.8,12.422524692227206,10
2020-10-14,17.8,11.7,10.234069778658625,10
2020-10-15,20.3,16.6,13.940363630631897,10
2020-10-16,15.2,9.2,8.739921526989388,10
2020-10-17,12.2,2.7,5.634074777436839,10
2020-10-18,14.1,8.8,8.539726279339119,10
2020-10-19,16.3,12.4,10.772649601963314,10
2020-10-20,18.1,14.1,11.962437289793735,10
2020-10-21,20.4,16.5,13.847232075437418,10
2020-10-22,20.8,16.9,14.184417314625222,10
2020-10-23,20.9,18.3,15.489514148906501,10
2020-10-24,19.2,18.2,15.482051086454998,10
2020-10-25,20.2,18.0,15.236473959618387,10
2020-10-26,18.9,17.2,14.5507524894856,10
2020-10-27,19.1,17.1,14.44899664126629,10
2020-10-28,21.0,20.2,17.430803963051023,10
2020-10-29,21.5,17.4,14.605983347923994,10
2020-10-30,11.8,5.1,6.678892783668048,10
2020-10-31,11.8,5.5,6.867193029319048,10
2020-11-01,14.7,8.6,8.407406626272461,11
2020-11-02,7.5,-5.2,3.2093820757671945,11
2020-11-03,8.9,-0.3,4.594623084911758,11
2020-11-04,11.0,4.2,6.289478306061677,11
2020-11-05,13.1,7.1,7.633366004486836,11
2020-11-06,16.3,10.7,9.626944422435924,11
2020-11-07,17.7,15.0,12.696149789835356,11
2020-11-08,18.9,16.0,13.481558421512538,11
2020-11-09,19.4,16.6,13.983249726231175,11
2020-11-10,20.2,17.8,15.045793119094506,11
2020-11-11,21.6,20.9,18.16322816799507,11
2020-11-12,18.9,16.6,14.007189547710771,11
2020-11-13,14.9,9.7,9.048193855794937,11
2020-11-14,12.8,7.9,8.070484517946527,11
2020-11-15,14.6,9.9,9.179926917159634,11
2020-11-16,9.8,-0.9,4.383929232402279,11
2020-11-17,9.5,-1.8,4.1081207830502855,11
2020-11-18,8.2,-2.0,4.066705087614533,11
2020-11-19,7.9,-1.2,4.317705044468285,11
2020-11-20,10.8,4.8,6.563713888226281,11
2020-11-21,13.5,9.4,8.91093727260912,11
2020-11-22,13.5,10.7,9.720980509590365,11
2020-11-23,10.4,4.2,6.302787024043116,11
2020-11-24,8.4,0.4,4.842528484626571,11
2020-11-25,13.8,9.6,9.02210142840981,11
2020-11-26,16.8,14.0,11.938380893503565,11
2020-11-27,12.8,6.9,7.537299258614208,11
2020-11-28,13.5,9.0,8.673980377848453,11
2020-11-29,11.6,10.1,9.4017005755756,11
2020-11-30,7.0,3.6,6.115808789180927,11
2020-12-01,1.2,-5.7,3.160778320120976,12
2020-12-02,2.1,-4.4,3.476127196835659,12
2020-12-03,4.7,-1.5,4.2723403451463655,12
2020-12-04,8.9,6.3,7.33255565946633,12
2020-12-05,6.1,2.2,5.555996865208252,12
2020-12-06,7.4,3.6,6.107089047546023,12
2020-12-07,5.5,2.3,5.60777028931384,12
2020-12-08,2.1,-4.3,3.5023769400888543,12
2020-12-09,5.2,0.6,4.969512093817232,12
2020-12-10,9.4,4.6,6.504734720944427,12
2020-12-11,9.8,4.9,6.633022341354312,12
2020-12-12,13.7,9.1,8.72660342916691,12
2020-12-13,14.1,11.7,10.365892435511668,12
2020-12-14,10.5,7.0,7.650716715294607,12
2020-12-15,5.5,0.7,5.000123199557752,12
2020-12-16,5.5,4.2,6.4136201710655865,12
2020-12-17,2.9,-1.3,4.363798295491585,12
2020-12-18,2.2,-3.8,3.6349661120235193,12
2020-12-19,3.5,-0.9,4.483762068708566,12
2020-12-20,7.8,5.3,6.8688865203916905,12
2020-12-21,8.0,4.5,6.491571386445268,12
2020-12-22,8.2,0.1,4.741825599395628,12
2020-12-23,8.1,1.7,5.322973966889565,12
2020-12-24,8.3,5.7,7.049681865821169,12
2020-12-25,-2.5,-13.0,1.8064594399150755,12
2020-12-26,-1.2,-10.1,2.267118476933838,12
2020-12-27,3.0,-2.8,3.9050605396628932,12
2020-12-28,6.8,3.1,5.90787317854225,12
2020-12-29,8.6,5.6,6.993532997191699,12
2020-12-30,8.6,6.6,7.493599730096269,12
2020-12-31,11.2,10.5,9.669869775896162,12
2021-01-01,16.5,16.0,13.593264757475353,1
2021-01-02,13.4,11.4,10.18705470409863,1
2021-01-03,6.9,1.8,5.384160705203467,1
2021-01-04,6.0,1.3,5.211430952077808,1
2021-01-05,8.3,3.8,6.17389256893095,1
2021-01-06,4.7,-0.8,4.497140786595675,1
2021-01-07,4.6,0.1,4.803285805184374,1
2021-01-08,3.7,2.2,5.6041615481647264,1
2021-01-09,1.8,-3.1,3.835581144430424,1
2021-01-10,1.4,-3.0,3.8698616856692456,1
2021-01-11,4.2,2.1,5.554313579756328,1
2021-01-12,4.4,2.7,5.792409431603683,1
2021-01-13,2.8,-1.9,4.1769744881763815,1
2021-01-14,4.3,0.1,4.808479482393079,1
2021-01-15,7.1,-0.2,4.6578809875562195,1
2021-01-16,2.9,-6.0,3.0703327755719956,1
2021-01-17,3.2,-2.7,3.9313100080356382,1
2021-01-18,4.8,-2.6,3.937779087086331,1
2021-01-19,6.0,-0.3,4.642355153499413,1
2021-01-20,8.1,1.5,5.247268630466097,1
2021-01-21,8.6,6.4,7.391131390155776,1
2021-01-22,7.9,3.7,6.139317172586034,1
2021-01-23,6.9,-0.9,4.429326107153098,1
2021-01-24,8.7,1.5,5.236098287452865,1
2021-01-25,14.4,12.2,10.702154935061728,1
2021-01-26,16.8,13.0,11.185463367209872,1
2021-01-27,12.3,9.3,8.88837808860452,1
2021-01-28,3.5,-4.6,3.406823674193208,1
2021-01-29,2.1,-6.1,3.0558476392173604,1
2021-01-30,3.7,-2.3,4.042232313675653,1
2021-01-31,7.5,6.1,7.268126542738527,1
2021-02-01,3.5,-1.6,4.259450023293809,2
2021-02-02,2.1,-6.4,2.9865679286906492,2
2021-02-03,1.4,-6.0,3.0871074947974844,2
2021-02-04,3.5,-3.4,3.7277097972373636,2
2021-02-05,9.2,2.8,5.734482456808123,2
2021-02-06,3.7,-1.4,4.319377091863362,2
2021-02-07,4.5,1.1,5.164824196063914,2
2021-02-08,5.5,1.5,5.296229328256199,2
2021-02-09,11.9,8.9,8.663977215526371,2
2021-02-10,11.9,8.5,8.432685295574569,2
2021-02-11,13.6,13.1,11.384467834790996,2
2021-02-12,10.2,9.2,8.89414636423995,2
2021-02-13,5.3,4.2,6.418226829475401,2
2021-02-14,6.5,4.8,6.6646399376429555,2
2021-02-15,6.9,6.2,7.334155651799219,2
2021-02-16,0.1,-5.0,3.3465855316728903,2
2021-02-17,1.8,-5.8,3.129964857848835,2
2021-02-18,6.1,4.7,6.627751985041128,2
2021-02-19,4.6,-0.3,4.665754963454045,2
2021-02-20,2.5,-6.2,3.028196542023277,2
2021-02-21,5.7,-2.2,4.043018616875737,2
2021-02-22,10.7,6.0,7.136710033294063,2
2021-02-23,9.6,1.0,5.035308442923758,2
2021-02-24,11.3,3.8,6.108778567500846,2
2021-02-25,14.2,5.5,6.809836971304899,2
2021-02-26,10.5,7.6,7.97125297169393,2
2021-02-27,14.6,12.1,10.624541098339112,2
2021-02-28,18.3,15.7,13.25253490563346,2
2021-03-01,14.9,12.2,10.683578030123241,3
2021-03-02,7.3,-0.1,4.688500692423858,3
2021-03-03,8.9,2.3,5.540170860192524,3
2021-03-04,11.1,1.2,5.081298668477299,3
2021-03-05,10.2,-1.0,4.345840142175997,3
2021-03-06,7.7,-3.9,3.537182053258107,3
2021-03-07,7.1,-4.9,3.287760396939341,3
2021-03-08,8.4,-0.6,4.5032993504094705,3
2021-03-09,10.3,2.9,5.752870458478217,3
2021-03-10,12.6,4.9,6.568026846845854,3
2021-03-11,14.7,8.9,8.579700209434746,3
2021-03-12,16.2,10.5,9.502773356751593,3
2021-03-13,16.7,13.4,11.485417826340575,3
2021-03-14,17.6,10.9,9.712283583289365,3
2021-03-15,17.2,10.2,9.282237489982275,3
2021-03-16,11.8,10.8,9.844281482657527,3
2021-03-17,12.7,11.9,10.55510150820442,3
2021-03-18,16.6,12.5,10.832408707375835,3
2021-03-19,10.0,5.3,6.815517103669594,3
2021-03-20,8.7,-1.1,4.337105986564948,3
2021-03-21,11.1,3.4,5.943172673413456,3
2021-03-22,13.6,6.1,7.113512516894742,3
2021-03-23,14.7,9.4,8.873789019257963,3
2021-03-24,16.8,13.7,11.70795636428533,3
2021-03-25,18.8,16.2,13.659485028941676,3
2021-03-26,20.1,16.7,14.038840249282199,3
2021-03-27,20.8,18.2,15.397780694421224,3
2021-03-28,18.5,14.0,11.868793211285302,3
2021-03-29,11.4,2.6,5.609935300910765,3
2021-03-30,14.5,10.6,9.622871775485342,3
2021-03-31,16.8,15.6,13.236023120773513,3
2021-04-01,6.7,-5.1,3.2430254168150836,4
2021-04-02,5.3,-5.5,3.1619505955560827,4
2021-04-03,7.1,-0.5,4.557288747417282,4
2021-04-04,11.5,3.2,5.851564516882394,4
2021-04-05,14.2,5.8,6.952922269518539,4
2021-04-06,16.3,8.8,8.47481904902457,4
2021-04-07,17.9,11.0,9.766964249463156,4
2021-04-08,18.3,13.8,11.723675442432949,4
2021-04-09,18.5,15.9,13.414033061150652,4
2021-04-10,16.9,15.0,12.731167613768708,4
2021-04-11,17.2,10.2,9.282237489982275,4
2021-04-12,17.9,8.8,8.428230110771903,4
2021-04-13,19.3,11.6,10.114508886909393,4
2021-04-14,18.3,11.8,10.284205268043738,4
2021-04-15,16.4,9.3,8.762519514391851,4
2021-04-16,13.6,3.4,5.8913577416487355,4
2021-04-17,15.2,6.1,7.074040971803598,4
2021-04-18,15.4,5.5,6.781516734376929,4
2021-04-19,14.9,5.0,6.561157814028356,4
2021-04-20,15.8,6.1,7.059351840178465,4
2021-04-21,12.1,1.3,5.099985802883506,4
2021-04-22,9.1,-2.8,3.8206641914186283,4
2021-04-23,12.5,1.9,5.316472216472121,4
2021-04-24,15.7,12.3,10.724303383428119,4
2021-04-25,15.0,10.4,9.478895477548958,4
2021-04-26,16.5,10.2,9.3046699644963,4
2021-04-27,19.6,13.5,11.445991935384678,4
2021-04-28,21.3,15.0,12.540924321187344,4
2021-04-29,21.2,15.9,13.290989442108334,4
2021-04-30,19.5,13.0,11.082265857927567,4
2021-05-01,18.3,8.0,7.972252620721164,5
2021-05-02,20.7,12.9,10.965037346946183,5
2021-05-03,20.4,18.2,15.418762170414304,5
2021-05-04,21.4,20.2,17.407132866173686,5
2021-05-05,20.0,16.1,13.517028419824525,5
2021-05-06,15.5,8.2,8.159758563137034,5
2021-05-07,14.0,5.9,7.006080883957094,5
2021-05-08,15.2,6.6,7.322079847250301,5
2021-05-09,20.0,10.8,9.568916965660115,5
2021-05-10,19.8,16.8,14.142776098024063,5
2021-05-11,18.7,14.8,12.490628305410565,5
2021-05-12,14.2,11.9,10.500002666157068,5
2021-05-13,13.5,5.8,6.969901322679756,5
2021-05-14,15.7,7.6,7.827751100643876,5
2021-05-15,17.1,8.4,8.225665150753006,5
2021-05-16,18.9,9.1,8.57122476855514,5
2021-05-17,19.9,10.7,9.508681327671313,5
2021-05-18,20.5,13.3,11.263092700855783,5
2021-05-19,21.8,13.5,11.360617525288573,5
2021-05-20,21.9,13.3,11.209649793615661,5
2021-05-21,22.3,12.1,10.347644951927837,5
2021-05-22,22.5,12.9,10.898279128699935,5
2021-05-23,23.9,13.8,11.502660184134266,5
2021-05-24,24.9,14.5,11.996177988403675,5
2021-05-25,26.1,16.1,13.241493337582487,5
2021-05-26,25.4,14.7,12.131795856479057,5
2021-05-27,23.9,16.7,13.859248958431259,5
2021-05-28,24.2,19.3,16.30612350887936,5
2021-05-29,19.9,13.3,11.286153119284425,5
2021-05-30,17.4,9.2,8.673744182782276,5
2021-05-31,19.7,11.3,9.902087321154486,5
2021-06-01,21.2,12.3,10.523917215230888,6
2021-06-02,22.5,14.1,11.784406766962373,6
2021-06-03,24.1,15.8,13.077399564831737,6
2021-06-04,24.3,18.1,15.121265918300297,6
2021-06-05,24.8,19.6,16.579938998475402,6
2021-06-06,24.0,20.0,17.042451342492893,6
2021-06-07,23.3,21.4,18.622376754303485,6
2021-06-08,23.9,21.6,18.8138987138004,6
2021-06-09,24.2,20.9,18.004410635670244,6
2021-06-10,23.1,21.2,18.407650818769675,6
2021-06-11,23.4,21.5,18.73055028144911,6
2021-06-12,24.9,21.7,18.865882253935947,6
2021-06-13,24.4,21.0,18.103346948061084,6
2021-06-14,25.3,21.6,18.725644539904195,6
2021-06-15,25.8,15.9,13.086478482303354,6
2021-06-16,23.5,12.1,10.305786957852956,6
2021-06-17,24.0,12.8,10.772501814153193,6
2021-06-18,26.0,14.9,12.264634774386902,6
2021-06-19,22.5,20.2,17.342367616206523,6
2021-06-20,23.7,21.2,18.370444854507383,6
2021-06-21,24.2,21.9,19.142914910901236,6
2021-06-22,22.6,18.9,15.990236306173854,6
2021-06-23,21.4,16.0,13.367133379741086,6
2021-06-24,22.4,18.7,15.802170822754968,6
2021-06-25,22.7,17.4,14.54673987989118,6
2021-06-26,23.4,18.0,15.072060819605646,6
2021-06-27,24.9,21.6,18.750775416656293,6
2021-06-28,25.1,21.4,18.509986886213806,6
2021-06-29,24.3,20.5,17.560008802705884,6
2021-06-30,24.3,20.5,17.560008802705884,6
2021-07-01,25.0,20.3,17.303646584957843,7
2021-07-02,23.2,21.3,18.51474435124035,7
2021-07-03,22.8,15.7,13.051026518827072,7
2021-07-04,23.0,15.6,12.958922518548981,7
2021-07-05,25.1,16.6,13.716009077649387,7
2021-07-06,25.8,18.0,14.951060833096015,7
2021-07-07,23.8,20.8,17.91799965727469,7
2021-07-08,23.8,21.3,18.47733452934863,7
2021-07-09,24.2,21.9,19.142914910901236,7
2021-07-10,24.1,21.9,19.149354915917517,7
2021-07-11,23.8,21.5,18.705319703531682,7
2021-07-12,23.8,21.1,18.251789734440575,7
2021-07-13,23.3,21.0,18.170520777181903,7
2021-07-14,24.9,21.1,18.184428658420163,7
2021-07-15,25.1,21.1,18.17223457382105,7
2021-07-16,25.4,22.2,19.418183339811765,7
2021-07-17,25.7,21.3,18.359861095834287,7
2021-07-18,23.8,21.5,18.705319703531682,7
2021-07-19,22.5,21.7,19.019029953612744,7
2021-07-20,22.6,21.2,18.438771107558804,7
2021-07-21,23.8,22.0,19.286106706202368,7
2021-07-22,25.4,21.8,18.94981846810636,7
2021-07-23,25.0,21.9,19.09155038992615,7
2021-07-24,25.9,22.7,19.984416988633896,7
2021-07-25,26.1,22.6,19.8501219209289,7
2021-07-26,25.9,23.2,20.5992576694597,7
2021-07-27,25.2,23.4,20.898714039081398,7
2021-07-28,27.0,23.0,20.276776772938472,7
2021-07-29,27.7,21.9,18.920211895484403,7
2021-07-30,27.9,21.8,18.79245408953049,7
2021-07-31,28.1,23.1,20.325453898815788,7
2021-08-01,26.5,22.2,19.346900170534965,8
2021-08-02,25.3,17.8,14.788686250582588,8
2021-08-03,23.0,20.0,17.09999802945049,8
2021-08-04,23.1,18.6,15.666438876022564,8
2021-08-05,23.7,18.5,15.537117511042482,8
2021-08-06,24.3,18.8,15.799769011400253,8
2021-08-07,24.2,20.7,17.783976985944825,8
2021-08-08,25.1,20.5,17.51290735411522,8
2021-08-09,26.4,21.3,18.3169570638961,8
2021-08-10,26.6,22.4,19.57745747245906,8
2021-08-11,25.2,21.7,18.846912035480504,8
2021-08-12,25.7,22.1,19.28077652673644,8
2021-08-13,26.7,21.6,18.63821448368987,8
2021-08-14,27.0,21.9,18.964336994024595,8
2021-08-15,24.2,22.0,19.260162725430614,8
2021-08-16,23.8,21.8,19.051922221428367,8
2021-08-17,23.2,21.4,18.628660667498796,8
2021-08-18,25.2,21.2,18.278084649105136,8
2021-08-19,25.0,23.2,20.661438893348727,8
2021-08-20,24.4,22.0,19.24721689264592,8
2021-08-21,24.0,22.4,19.748756107587425,8
2021-08-22,24.9,22.9,20.296265080151638,8
2021-08-23,26.0,22.8,20.099361134491524,8
2021-08-24,26.3,22.9,20.201375211685406,8
2021-08-25,25.6,22.9,20.24870897787178,8
2021-08-26,25.5,21.9,19.05958730539589,8
2021-08-27,25.3,22.1,19.306617741716146,8
2021-08-28,25.3,21.8,18.95616787955488,8
2021-08-29,25.8,22.2,19.39220149222546,8
2021-08-30,24.9,22.4,19.689122218988775,8
2021-08-31,23.0,21.8,19.103387822566788,8
2021-09-01,24.1,20.0,17.03671796945925,9
2021-09-02,23.4,18.8,15.847719751950788,9
2021-09-03,21.8,15.6,13.011645715776506,9
2021-09-04,21.0,14.1,11.84450063114882,9
2021-09-05,21.9,16.2,13.515969002540324,9
2021-09-06,23.4,20.9,18.05298095604973,9
2021-09-07,23.4,21.5,18.73055028144911,9
2021-09-08,23.3,21.5,18.73686856455973,9
2021-09-09,22.8,17.1,14.268353669234914,9
2021-09-10,20.3,13.4,11.344516466058323,9
2021-09-11,21.2,15.2,12.707658479934121,9
2021-09-12,22.1,17.2,14.393047466737574,9
2021-09-13,23.5,18.5,15.54759256077182,9
2021-09-14,23.9,19.4,16.424559048239143,9
2021-09-15,21.7,20.1,17.282116260427784,9
2021-09-16,20.7,20.0,17.233841811882808,9
2021-09-17,22.6,20.9,18.101814040630757,9
2021-09-18,22.5,21.1,18.332044517646302,9
2021-09-19,22.4,21.4,18.679085057733946,9
2021-09-20,21.7,20.9,18.15706800921332,9
2021-09-21,22.4,21.3,18.564860390763247,9
2021-09-22,20.9,17.9,15.104826280013638,9
2021-09-23,15.6,9.4,8.846130456081053,9
2021-09-24,16.7,10.3,9.36059101882873,9
2021-09-25,17.4,12.4,10.731865177381799,9
2021-09-26,18.3,13.6,11.572156908235954,9
2021-09-27,20.1,15.4,12.920264031947205,9
2021-09-28,20.3,15.7,13.16221263672473,9
2021-09-29,21.4,16.6,13.888303199487117,9
2021-09-30,21.2,17.1,14.34591224192313,9
2021-10-01,21.6,17.4,14.601027967653282,10
2021-10-02,21.8,18.9,16.033607009835286,10
2021-10-03,21.2,19.3,16.4723146776466,10
2021-10-04,20.6,19.2,16.40340964676126,10
2021-10-05,20.0,19.0,16.233142173116757,10
2021-10-06,20.9,20.0,17.22212010345779,10
2021-10-07,21.5,20.2,17.40122513399443,10
2021-10-08,21.3,19.1,16.26266521599639,10
2021-10-09,21.0,17.9,15.0996912039368,10
2021-10-10,20.5,17.3,14.563340493069262,10
2021-10-11,20.1,17.0,14.308747617175042,10
2021-10-12,19.6,17.4,14.700778799200016,10
2021-10-13,20.6,18.0,15.215726420609544,10
2021-10-14,21.0,17.8,15.004873063016738,10
2021-10-15,21.7,17.8,14.969250166139982,10
2021-10-16,18.2,11.9,10.355846116767575,10
2021-10-17,13.2,4.1,6.197525206353299,10
2021-10-18,13.4,5.6,6.876384302770063,10
2021-10-19,14.3,8.4,8.305789911310002,10
2021-10-20,16.3,10.6,9.563030113036303,10
2021-10-21,18.6,15.6,13.15436128146797,10
2021-10-22,17.8,14.0,11.897348479365384,10
2021-10-23,14.9,9.7,9.048193855794937,10
2021-10-24,16.1,11.3,10.025328511668421,10
2021-10-25,19.2,15.6,13.127364131582969,10
2021-10-26,13.4,7.9,8.053585928832002,10
2021-10-27,13.0,6.8,7.480500892785075,10
2021-10-28,13.0,11.1,10.000398536798707,10
2021-10-29,11.2,9.1,8.80332756692994,10
2021-10-30,11.8,10.3,9.52155573541852,10
2021-10-31,12.7,9.3,8.875940267245621,10
2021-11-01,13.1,9.1,8.74489499967346,11
2021-11-02,12.0,7.3,7.76845097371246,11
2021-11-03,10.1,5.5,6.908408309636232,11
2021-11-04,8.4,5.6,6.998500877139981,11
2021-11-05,7.9,3.7,6.139317172586034,11
2021-11-06,9.0,1.6,5.268143129920285,11
2021-11-07,9.3,1.9,5.376704863286463,11
2021-11-08,11.6,4.0,6.188743736749921,11
2021-11-09,13.0,7.3,7.741302796275058,11
2021-11-10,13.5,9.0,8.673980377848453,11
2021-11-11,15.9,12.3,10.716883003989663,11
2021-11-12,12.9,8.2,8.233925220239486,11
2021-11-13,8.7,3.0,5.826658359353964,11
2021-11-14,7.1,0.2,4.795065338605933,11
2021-11-15,8.8,2.2,5.502791717004449,11
2021-11-16,11.9,7.4,7.824494986746851,11
2021-11-17,13.8,8.9,8.606609880765959,11
2021-11-18,14.8,11.7,10.340693183194052,11
2021-11-19,7.7,-1.8,4.13445020234703,11
2021-11-20,7.2,-2.1,4.051200729018666,11
2021-11-21,10.4,4.5,6.436625975309777,11
2021-11-22,11.8,6.8,7.512003265381468,11
2021-11-23,4.6,-5.0,3.2923654240490268,11
2021-11-24,5.2,-2.7,3.903062765297822,11
2021-11-25,9.2,3.5,6.025528176430606,11
2021-11-26,7.5,1.1,5.1096149582652615,11
2021-11-27,6.4,-4.2,3.474523156427313,11
2021-11-28,8.1,0.2,4.778016217402,11
2021-11-29,5.5,-3.5,3.6734230788643982,11
2021-11-30,7.3,-0.4,4.587329513844126,11
2021-12-01,10.7,5.0,6.658240297096593,12
2021-12-02,13.1,7.4,7.791693610383195,12
2021-12-03,14.4,8.8,8.530816810085767,12
2021-12-04,14.5,11.9,10.489051855102495,12
2021-12-05,15.8,13.1,11.29778906948025,12
2021-12-06,14.2,12.8,11.139895298679733,12
2021-12-07,7.0,0.0,4.727718722113154,12
2021-12-08,8.7,5.5,6.9427236249936595,12
2021-12-09,7.2,3.1,5.899443896318541,12
2021-12-10,11.5,10.7,9.789281795447316,12
2021-12-11,17.4,16.4,13.901411170882044,12
2021-12-12,7.3,1.1,5.1132588270178125,12
2021-12-13,6.8,1.6,5.309543075931447,12
2021-12-14,7.7,3.2,5.930738257897716,12
2021-12-15,8.4,3.7,6.128414460505433,12
2021-12-16,12.8,9.2,8.813276350087042,12
2021-12-17,15.0,13.9,11.935226551610334,12
2021-12-18,17.3,16.4,13.90619733413592,12
2021-12-19,10.9,8.4,8.40520792116198,12
2021-12-20,5.9,0.3,4.850686373907363,12
2021-12-21,4.4,0.6,4.983836034278604,12
2021-12-22,5.8,0.3,4.852425282806416,12
2021-12-23,5.2,-1.8,4.171583759041363,12
2021-12-24,9.0,4.4,6.423451424295843,12
2021-12-25,14.8,12.2,10.687288249963533,12
2021-12-26,17.1,14.4,12.239155833690194,12
2021-12-27,16.7,15.2,12.904948330407482,12
2021-12-28,18.4,15.9,13.418633998575162,12
2021-12-29,18.9,17.7,15.017793664501209,12
2021-12-30,18.3,17.2,14.58070771849123,12
2021-12-31,17.3,16.1,13.642681636328316,12
2022-01-01,20.7,18.7,15.893590562073271,1
2022-01-02,17.0,15.2,12.891605285433771,1
2022-01-03,3.5,-0.7,4.549747004294696,1
2022-01-04,2.9,-2.3,4.053946806886812,1
2022-01-05,8.2,4.2,6.352071301465881,1
2022-01-06,7.3,5.3,6.881132707805475,1
2022-01-07,-0.6,-7.0,2.8804420234379204,1
2022-01-08,2.2,-4.7,3.397189807955911,1
2022-01-09,9.6,6.7,7.518617691487503,1
2022-01-10,5.3,-3.9,3.56766952651298,1
2022-01-11,3.1,-6.5,2.9530586224990905,1
2022-01-12,3.4,-2.5,3.9871535039696453,1
2022-01-13,6.2,0.9,5.0600281301537695,1
2022-01-14,5.8,2.1,5.52245517600078,1
2022-01-15,5.4,1.6,5.336228986203586,1
2022-01-16,1.3,0.4,4.967804317167465,1
2022-01-17,1.4,-2.5,4.0161985121937915,1
2022-01-18,2.9,-0.9,4.493507612056602,1
2022-01-19,7.3,0.8,5.003990966269331,1
2022-01-20,6.7,3.3,5.994140738147162,1
2022-01-21,1.9,-2.4,4.038693469756591,1
2022-01-22,1.4,-3.0,3.8698616856692456,1
2022-01-23,1.0,-4.7,3.4120598709489696,1
2022-01-24,5.3,-1.1,4.390064005434838,1
2022-01-25,9.1,3.1,5.859731076467326,1
2022-01-26,3.0,-3.4,3.7344592265280343,1
2022-01-27,3.3,-2.5,3.98859577327837,1
2022-01-28,3.6,-2.6,3.9548534679517457,1
2022-01-29,-1.8,-10.7,2.166702438212552,1
2022-01-30,3.1,-7.0,2.8418623474678917,1
2022-01-31,4.7,-0.5,4.596653487362581,1
2022-02-01,5.7,-0.2,4.681266439887505,2
2022-02-02,7.6,2.3,5.565824367292257,2
2022-02-03,13.9,13.0,11.298467525944966,2
2022-02-04,10.3,8.2,8.30945249338333,2
2022-02-05,0.7,-6.8,2.9111772070843087,2
2022-02-06,2.8,-4.8,3.364312372282252,2
2022-02-07,6.3,-0.7,4.504159988327528,2
2022-02-08,5.0,-2.3,4.023339982171866,2
2022-02-09,6.3,-0.6,4.5371405693604805,2
2022-02-10,8.8,0.7,4.941600743240885,2
2022-02-11,10.3,2.7,5.6718406694006065,2
2022-02-12,11.0,5.5,6.886527023418838,2
2022-02-13,4.0,-5.6,3.152732742906306,2
2022-02-14,4.1,-4.5,3.4251648070601126,2
2022-02-15,7.2,-0.2,4.65621953544723,2
2022-02-16,11.2,5.1,6.692985752439636,2
2022-02-17,16.7,12.8,11.043812020271249,2
2022-02-18,8.6,3.7,6.124064210666564,2
2022-02-19,4.0,-4.4,3.4522966297276394,2
2022-02-20,5.9,-2.8,3.8644775775950833,2
2022-02-21,10.0,6.3,7.304069658317069,2
2022-02-22,15.5,12.9,11.162571364628912,2
2022-02-23,18.2,15.6,13.1724211562323,2
2022-02-24,18.1,15.6,13.176943875942593,2
2022-02-25,14.5,11.0,9.88240898594212,2
2022-02-26,8.0,1.2,5.137325792333887,2
2022-02-27,9.8,6.7,7.513303241802762,2
2022-02-28,9.9,3.4,5.968368953957871,2
2022-03-01,9.5,1.3,5.146898815752769,3
2022-03-02,12.7,3.8,6.078859763951779,3
2022-03-03,14.4,5.5,6.805100517142977,3
2022-03-04,14.4,6.9,7.495359843508027,3
2022-03-05,15.6,8.0,8.046798359512323,3
2022-03-06,18.7,12.4,10.684061769019296,3
2022-03-07,18.3,14.0,11.876937862656916,3
2022-03-08,10.4,7.4,7.865887130919378,3
2022-03-09,12.6,9.9,9.244178374147626,3
2022-03-10,11.1,6.8,7.530502481866137,3
2022-03-11,10.7,8.6,8.525883379857417,3
2022-03-12,2.6,-5.4,3.2172460100751437,3
2022-03-13,1.7,-7.7,2.7061644167765815,3
2022-03-14,8.1,-2.7,3.862817851451195,3
2022-03-15,12.2,8.1,8.198233572087991,3
2022-03-16,13.4,11.9,10.529316929402315,3
2022-03-17,14.3,10.8,9.75866414501048,3
2022-03-18,13.8,12.1,10.654161704293708,3
2022-03-19,14.3,9.3,8.82653513790976,3
2022-03-20,10.8,2.8,5.702169824545777,3
2022-03-21,12.0,3.1,5.8001371079533675,3
2022-03-22,15.7,8.9,8.549997248695835,3
2022-03-23,18.8,14.1,11.933755302799883,3
2022-03-24,12.0,3.3,5.882729390042024,3
2022-03-25,10.4,2.7,5.66984037292048,3
2022-03-26,10.6,-0.6,4.468383901701449,3
2022-03-27,9.8,-3.0,3.7549762353790115,3
2022-03-28,10.3,-1.8,4.096526157449862,3
2022-03-29,13.7,3.5,5.93100184980018,3
