date,signal,value,stderr,sample_size
20211115,fb_survey_wcli,1.4099307,0.2287478,3974.9576
20211116,fb_survey_wcli,1.4339536,0.2260906,3976.9567
20211117,fb_survey_wcli,1.2470714,0.1889256,3959.961
20211118,fb_survey_wcli,1.2249425,0.1872609,3944.9601
20211119,fb_survey_wcli,1.2260782,0.1841793,3914.9629
20211120,fb_survey_wcli,1.3283712,0.1979545,3919.9674
20211121,fb_survey_wcli,1.089719,0.1681863,3872.9668
20211122,fb_survey_wcli,1.2140167,0.1838917,3869.9621
20211123,fb_survey_wcli,1.1836093,0.189048,3772.9673
20211124,fb_survey_wcli,1.2472831,0.1967046,3655.9697
20211125,fb_survey_wcli,1.322443,0.2074198,3631.9661
20211126,fb_survey_wcli,1.2866232,0.2065165,3651.9653
20211127,fb_survey_wcli,1.2249378,0.2077317,3669.9579
20211128,fb_survey_wcli,1.3003858,0.2099123,3774.9638
20211129,fb_survey_wcli,1.3215452,0.2322648,3798.972
20211130,fb_survey_wcli,1.3736537,0.2314628,3877.9663
20211201,fb_survey_wcli,1.3609041,0.2300045,3950.9664
20211202,fb_survey_wcli,1.425693,0.2541009,3977.9671
20211203,fb_survey_wcli,1.4099869,0.2554165,3925.9699
20211204,fb_survey_wcli,1.3646109,0.2484558,3847.9722
20211205,fb_survey_wcli,1.3286386,0.2475279,3778.9681
20211206,fb_survey_wcli,1.3233395,0.2300504,3733.9653
20211207,fb_survey_wcli,1.5195401,0.2622078,3717.9696
20211208,fb_survey_wcli,1.6462722,0.2758209,3660.9691
20211209,fb_survey_wcli,1.4958475,0.2487488,3634.9699
20211210,fb_survey_wcli,1.5036772,0.2450657,3634.9696
20211211,fb_survey_wcli,1.5765948,0.2524417,3694.9645
20211212,fb_survey_wcli,1.5549267,0.2520437,3666.9624
20211213,fb_survey_wcli,1.6805206,0.2766124,3656.9608
20211214,fb_survey_wcli,1.4610285,0.244379,3645.9642
20211215,fb_survey_wcli,1.4903232,0.2351295,3720.9631
20211216,fb_survey_wcli,1.3619737,0.2232642,3582.9662
20211217,fb_survey_wcli,1.3573182,0.2212158,3606.9641
20211218,fb_survey_wcli,1.2895928,0.2009069,3674.9684
20211219,fb_survey_wcli,1.551357,0.211203,3769.9722
20211220,fb_survey_wcli,1.3189622,0.1578512,3873.9638
20211221,fb_survey_wcli,1.4791063,0.1692658,3947.9595
20211222,fb_survey_wcli,1.4311013,0.1807631,4049.9602
20211223,fb_survey_wcli,1.7606674,0.1949246,4262.9608
20211224,fb_survey_wcli,1.8942233,0.2001672,4373.9563
20211225,fb_survey_wcli,2.405966,0.2386338,4392.9563
20211226,fb_survey_wcli,2.5887227,0.244432,4455.9525
20211227,fb_survey_wcli,3.1105884,0.2667801,4616.9548
20211228,fb_survey_wcli,3.6376601,0.3250829,4810.9573
20211229,fb_survey_wcli,4.5394516,0.3845981,5075.9472
20211230,fb_survey_wcli,5.0454909,0.4047595,5308.942
20211231,fb_survey_wcli,5.4997722,0.4117414,5536.9384
20220101,fb_survey_wcli,5.4947113,0.4033077,5710.9353
20220102,fb_survey_wcli,5.8307225,0.4048081,5981.9364
20220103,fb_survey_wcli,5.8575324,0.4067328,6027.9305
20220104,fb_survey_wcli,5.7849066,0.3763102,6092.9224
20220105,fb_survey_wcli,5.4321751,0.3226979,6056.9253
20220106,fb_survey_wcli,5.350293,0.3106353,6045.9231
20220107,fb_survey_wcli,5.3065098,0.3130932,5960.9326
20220108,fb_survey_wcli,5.5377819,0.3826833,5955.9344
20220109,fb_survey_wcli,5.5072917,0.3956707,5809.931
20220110,fb_survey_wcli,5.462882,0.3933324,5745.9316
20220111,fb_survey_wcli,5.2559436,0.3845833,5566.9278
20220112,fb_survey_wcli,5.1094068,0.3968958,5215.9331
20220113,fb_survey_wcli,5.2188567,0.4216916,4742.9418
20220114,fb_survey_wcli,5.280741,0.4256315,4779.9325
20220115,fb_survey_wcli,5.0252852,0.3599117,5045.9281
20220116,fb_survey_wcli,5.0830734,0.3560828,5119.9315
20220117,fb_survey_wcli,5.0624406,0.3527836,5128.9422
20220118,fb_survey_wcli,5.1336155,0.3573715,5207.9496
20220119,fb_survey_wcli,5.2263561,0.3504353,5430.9419
20220120,fb_survey_wcli,4.9256939,0.3124285,5815.9344
20220121,fb_survey_wcli,4.9075529,0.3077859,5772.9409
20220122,fb_survey_wcli,4.9573324,0.3207504,5432.9518
20220123,fb_survey_wcli,4.5091855,0.3017628,5333.9502
20220124,fb_survey_wcli,4.6047014,0.3185988,5268.9492
20220125,fb_survey_wcli,4.3968295,0.3150978,5217.9502
20220126,fb_survey_wcli,4.1033604,0.2987714,5175.9566
20220127,fb_survey_wcli,3.9549771,0.2945587,5143.9554
20220128,fb_survey_wcli,3.7052188,0.2923073,5021.9571
20220129,fb_survey_wcli,3.6332707,0.3126209,4922.9487
20220130,fb_survey_wcli,3.7554086,0.3262313,4841.9447
20220131,fb_survey_wcli,3.5547661,0.3213381,4793.9462
20220201,fb_survey_wcli,3.3377814,0.3111203,4729.9458
20220202,fb_survey_wcli,3.4940677,0.3370162,4621.9424
20220203,fb_survey_wcli,3.5001985,0.3384599,4510.9486
20220204,fb_survey_wcli,3.2117951,0.3243955,4453.9388
20220205,fb_survey_wcli,2.8588835,0.286617,4437.9431
20220206,fb_survey_wcli,2.843288,0.2988914,4354.952
20220207,fb_survey_wcli,2.6111416,0.2762103,4275.9547
20220208,fb_survey_wcli,2.6465582,0.2795484,4175.9544
20220209,fb_survey_wcli,2.299442,0.2441586,4166.9596
20220210,fb_survey_wcli,2.1376014,0.2480827,4075.959
20220211,fb_survey_wcli,2.0963332,0.2524186,3999.9625
20220212,fb_survey_wcli,1.9667127,0.2474307,3899.9621
20220213,fb_survey_wcli,1.6714861,0.2174228,3829.9616
20220214,fb_survey_wcli,1.6069869,0.2265165,3750.9621
20220215,fb_survey_wcli,1.4140359,0.2177741,3696.9638
20220216,fb_survey_wcli,1.3854844,0.2221531,3622.9669
20220217,fb_survey_wcli,1.3220022,0.2152058,3593.9621
20220218,fb_survey_wcli,1.3604426,0.2178256,3578.9615
20220219,fb_survey_wcli,1.5594881,0.2450677,3533.965
20220220,fb_survey_wcli,1.674945,0.2634799,3562.9631
20220221,fb_survey_wcli,1.6781869,0.2576293,3608.9587
20220222,fb_survey_wcli,1.7918546,0.266682,3591.96
20220223,fb_survey_wcli,1.7920523,0.2720233,3592.9595
20220224,fb_survey_wcli,1.903781,0.3061566,3600.9661
20220225,fb_survey_wcli,1.7495932,0.2958787,3542.9739
20220226,fb_survey_wcli,1.854845,0.4621201,3553.9732
20220227,fb_survey_wcli,1.7346037,0.454522,3483.9747
20220228,fb_survey_wcli,2.0952093,0.5021688,3415.9726
20220301,fb_survey_wcli,2.0040005,0.4975896,3386.9709
20220302,fb_survey_wcli,1.8787198,0.4900366,3311.9602
20220303,fb_survey_wcli,1.6569772,0.4657159,3251.9601
20220304,fb_survey_wcli,1.8067328,0.4713848,3253.9562
20220305,fb_survey_wcli,1.5728141,0.3059612,3189.9568
20220306,fb_survey_wcli,1.7038238,0.3105689,3166.9571
20220307,fb_survey_wcli,1.2557771,0.2164489,3111.9572
20220308,fb_survey_wcli,1.2832446,0.222843,3088.9621
20220309,fb_survey_wcli,1.3700029,0.2572652,3085.9722
20220310,fb_survey_wcli,1.4896329,0.2824515,3028.9702
20220311,fb_survey_wcli,1.3018287,0.2695663,2972.9701
20220312,fb_survey_wcli,1.2104603,0.2512085,2917.97
20220313,fb_survey_wcli,1.047198,0.242008,2853.9723
20220314,fb_survey_wcli,1.050809,0.2400747,2846.9768
20220315,fb_survey_wcli,0.9647843,0.2318082,2813.9743
20220316,fb_survey_wcli,0.843137,0.1895306,2777.9765
20220317,fb_survey_wcli,1.1898888,0.3257826,2727.9786
20220318,fb_survey_wcli,1.2573567,0.3318709,2656.9786
20220319,fb_survey_wcli,1.2344184,0.331995,2676.9825
20220320,fb_survey_wcli,1.125036,0.3234774,2665.9764
20220321,fb_survey_wcli,1.0901166,0.3237832,2614.9803
20220322,fb_survey_wcli,1.1256754,0.3245287,2653.9819
20220323,fb_survey_wcli,1.2759716,0.3312304,2702.9798
20220324,fb_survey_wcli,1.0146843,0.1958284,2886.9768
20220325,fb_survey_wcli,1.041769,0.19043,3106.9785
20220326,fb_survey_wcli,1.1661425,0.2035425,3212.9646
20220327,fb_survey_wcli,1.1214142,0.1991708,3268.9596
20220328,fb_survey_wcli,1.0646116,0.1959083,3260.9563
20220329,fb_survey_wcli,1.2254788,0.2100018,3249.9551
20220330,fb_survey_wcli,1.353651,0.2284448,3213.953
20220331,fb_survey_wcli,1.1130554,0.1961674,3116.9544
20220401,fb_survey_wcli,1.2826831,0.2675174,2946.953
20220402,fb_survey_wcli,1.1491102,0.2555897,2847.9627
20220403,fb_survey_wcli,1.191842,0.2574082,2809.9675
20220404,fb_survey_wcli,1.3022294,0.2605151,2841.9677
20220405,fb_survey_wcli,1.1737014,0.2501091,2822.9657
20220406,fb_survey_wcli,0.95366,0.2259299,2809.9644
20220407,fb_survey_wcli,0.9695559,0.2299012,2812.9612
20220408,fb_survey_wcli,0.828819,0.1518392,2853.9598
20220409,fb_survey_wcli,0.9246049,0.1626081,2888.9547
20220410,fb_survey_wcli,0.9771339,0.1764216,2895.9474
20220411,fb_survey_wcli,0.8777382,0.1703236,2939.9461
20220412,fb_survey_wcli,1.0443913,0.2171811,2928.943
20220413,fb_survey_wcli,1.0058731,0.2137861,2928.9442
20220414,fb_survey_wcli,1.2504268,0.2582417,2976.9488
20220415,fb_survey_wcli,1.2790724,0.2619648,2992.952
20220416,fb_survey_wcli,1.2825376,0.2665168,3044.9572
20220417,fb_survey_wcli,1.5120318,0.2833394,3001.9685
20220418,fb_survey_wcli,1.583069,0.2867206,2952.9692
20220419,fb_survey_wcli,1.5210567,0.2691631,3003.9734
20220420,fb_survey_wcli,1.5615213,0.2713108,3016.9743
20220421,fb_survey_wcli,1.6246429,0.2726713,2988.9757
20220422,fb_survey_wcli,1.5288782,0.2643886,2984.9793
20220423,fb_survey_wcli,1.5393242,0.2634359,2878.9791
20220424,fb_survey_wcli,1.3008893,0.2386956,2920.9724
20220425,fb_survey_wcli,1.3087054,0.2400806,2953.9748
20220426,fb_survey_wcli,1.3027788,0.2311435,2918.9789
20220427,fb_survey_wcli,1.4087908,0.2431976,2955.9782
20220428,fb_survey_wcli,1.1027627,0.1883327,2957.9748
20220429,fb_survey_wcli,1.1056136,0.187339,2941.9698
20220430,fb_survey_wcli,1.0188015,0.1696398,2976.9585
20220501,fb_survey_wcli,0.966637,0.1657572,2937.9639
20220502,fb_survey_wcli,0.9525095,0.166338,2954.9657
20220503,fb_survey_wcli,1.0478244,0.1859693,2937.9607
20220504,fb_survey_wcli,0.8973631,0.1681865,2893.9615
20220505,fb_survey_wcli,1.2151447,0.2148508,2834.9636
20220506,fb_survey_wcli,1.4436696,0.2407276,2822.9644
20220507,fb_survey_wcli,1.4845373,0.2707787,2822.9792
20220508,fb_survey_wcli,1.5355766,0.2715543,2795.9768
20220509,fb_survey_wcli,1.6133591,0.2776967,2712.975
20220510,fb_survey_wcli,1.7054896,0.2961918,2759.9726
20220511,fb_survey_wcli,1.96668,0.331979,2744.9696
20220512,fb_survey_wcli,1.7172444,0.2988797,2771.9646
20220513,fb_survey_wcli,1.9173315,0.3081574,2791.9671
20220514,fb_survey_wcli,2.2495762,0.33242,2819.9655
20220515,fb_survey_wcli,2.4417607,0.3432025,2892.9665
20220516,fb_survey_wcli,2.3284648,0.3356052,2984.9637
20220517,fb_survey_wcli,2.299936,0.3221748,2966.9637
20220518,fb_survey_wcli,2.3388446,0.2995605,3006.9668
20220519,fb_survey_wcli,2.4311018,0.3093145,3038.9684
20220520,fb_survey_wcli,2.2385356,0.2892418,3028.9644
20220521,fb_survey_wcli,2.0755821,0.273873,3010.9612
20220522,fb_survey_wcli,1.9751256,0.2639043,3051.9681
20220523,fb_survey_wcli,2.0877035,0.2757253,3006.9706
20220524,fb_survey_wcli,2.3579755,0.3123999,2971.9755
20220525,fb_survey_wcli,2.3519511,0.3203812,2943.9738
20220526,fb_survey_wcli,2.2899993,0.3118243,2873.9777
20220527,fb_survey_wcli,2.1102813,0.3001646,2813.9829
20220528,fb_survey_wcli,2.4544659,0.3649039,2796.989
20220529,fb_survey_wcli,2.4263967,0.3675536,2743.9848
20220530,fb_survey_wcli,2.7421956,0.3918534,2741.9817
20220531,fb_survey_wcli,2.3015668,0.3458616,2791.9813
20220601,fb_survey_wcli,2.5353095,0.3758852,2791.9834
20220602,fb_survey_wcli,2.6852576,0.3843608,2831.976
20220603,fb_survey_wcli,2.7171763,0.3833912,2915.9733
20220604,fb_survey_wcli,2.7303516,0.3552971,2891.9689
20220605,fb_survey_wcli,2.80432,0.3558833,2908.9638
20220606,fb_survey_wcli,2.5443121,0.3243268,2918.9653
20220607,fb_survey_wcli,2.8626108,0.3547558,2858.9627
20220608,fb_survey_wcli,2.9197177,0.3696811,2858.9566
20220609,fb_survey_wcli,2.8661377,0.366982,2847.9582
20220610,fb_survey_wcli,3.1109144,0.40284,2896.9494
20220611,fb_survey_wcli,2.9457674,0.4079313,2937.9512
20220612,fb_survey_wcli,2.9637491,0.4100726,2916.9546
20220613,fb_survey_wcli,3.0139837,0.4190962,2952.9535
20220614,fb_survey_wcli,2.8838757,0.4066978,3004.9511
20220615,fb_survey_wcli,2.6540828,0.3649885,3025.9605
20220616,fb_survey_wcli,2.6310095,0.3609815,3047.9681
20220617,fb_survey_wcli,2.4671791,0.3249202,3000.9796
20220618,fb_survey_wcli,2.3120877,0.2789646,2973.9749
20220619,fb_survey_wcli,2.2724087,0.2876913,2518.9789
20220620,fb_survey_wcli,2.2878948,0.2624127,2979.974
20220621,fb_survey_wcli,2.4520902,0.2910714,2992.9776
20220622,fb_survey_wcli,2.3965799,0.2869274,2998.976
20220623,fb_survey_wcli,2.7548072,0.3271016,3001.9714
20220624,fb_survey_wcli,2.8831171,0.3388449,3036.9664
20220625,fb_survey_wcli,3.5128231,0.5004761,3060.967
