gadm_id,gadm_name,home_to_ping_distance_category,distance_category_ping_fraction,ds
MEX.18.17_1,Tecuala,"[10, 100)",0.035700868885329556,2026-06-16
MEX.18.17_1,Tecuala,0,0.3969975697976166,2026-06-16
MEX.16.108_1,Zamora,"[10, 100)",0.021267727983087053,2026-06-16
MEX.16.108_1,Zamora,100+,0.008014941072027253,2026-06-16
MEX.16.108_1,Zamora,0,0.3640091726773799,2026-06-16
MEX.16.108_1,Zamora,"(0, 10)",0.6066647395619063,2026-06-16
MEX.21.113_1,Puebla,0,0.3541655314491401,2026-06-16
MEX.21.113_1,Puebla,100+,0.0042844513026414335,2026-06-16
MEX.21.113_1,Puebla,"(0, 10)",0.5754737701700667,2026-06-16
MEX.21.113_1,Puebla,"[10, 100)",0.06605342296847404,2026-06-16
MEX.6.24_1,General Trias,0,0.34664508203639544,2026-06-16
MEX.6.24_1,General Trias,"[10, 100)",0.09461248791866307,2026-06-16
MEX.6.24_1,General Trias,"(0, 10)",0.548322058708467,2026-06-16
MEX.6.24_1,General Trias,100+,0.0062402030273110976,2026-06-16
MEX.16.100_1,Tzintzuntzan,"(0, 10)",0.5327753904118964,2026-06-16
MEX.16.100_1,Tzintzuntzan,100+,0.001168408215818352,2026-06-16
MEX.16.100_1,Tzintzuntzan,0,0.4110911652697481,2026-06-16
MEX.16.100_1,Tzintzuntzan,"[10, 100)",0.05520070120502175,2026-06-16
MEX.20.20_1,Dist. Sola de Vega,"(0, 10)",0.5339300228185482,2026-06-16
MEX.20.20_1,Dist. Sola de Vega,0,0.444470004019995,2026-06-16
MEX.20.20_1,Dist. Sola de Vega,"[10, 100)",0.01897002930131974,2026-06-16
MEX.20.20_1,Dist. Sola de Vega,100+,0.002890843332718832,2026-06-16
MEX.21.19_1,Atlixco,"[10, 100)",0.06147668939511281,2026-06-16
MEX.21.19_1,Atlixco,100+,0.002976415836732838,2026-06-16
MEX.21.19_1,Atlixco,"(0, 10)",0.5731575978182194,2026-06-16
MEX.21.19_1,Atlixco,0,0.36230494648643646,2026-06-16
MEX.30.3_1,Acayucan,"[10, 100)",0.038182655657844,2026-06-16
MEX.30.3_1,Acayucan,"(0, 10)",0.569406429811857,2026-06-16
MEX.30.3_1,Acayucan,100+,0.002888529095972462,2026-06-16
MEX.30.3_1,Acayucan,0,0.38937613798174825,2026-06-16
MEX.14.53_1,Jocotepec,"[10, 100)",0.061402597239590004,2026-06-16
MEX.14.53_1,Jocotepec,0,0.3754771671981689,2026-06-16
MEX.14.53_1,Jocotepec,"(0, 10)",0.5618384694173951,2026-06-16
MEX.14.53_1,Jocotepec,100+,0.0021378959719675107,2026-06-16
MEX.31.79_1,Tekax,"(0, 10)",0.5557545626330738,2026-06-16
MEX.31.79_1,Tekax,"[10, 100)",0.05322721765208975,2026-06-16
MEX.31.79_1,Tekax,0,0.387328287737664,2026-06-16
MEX.31.79_1,Tekax,100+,0.0033461322919467935,2026-06-16
MEX.16.70_1,Pátzcuaro,100+,0.0052308578422245715,2026-06-16
MEX.16.70_1,Pátzcuaro,"(0, 10)",0.5729532575931686,2026-06-16
MEX.16.70_1,Pátzcuaro,0,0.3756503032165041,2026-06-16
MEX.16.70_1,Pátzcuaro,"[10, 100)",0.046174060189336695,2026-06-16
MEX.32.34_1,Nochistlán de Mejía,100+,0.0027858616608851298,2026-06-16
MEX.32.34_1,Nochistlán de Mejía,0,0.39213844738032055,2026-06-16
MEX.32.34_1,Nochistlán de Mejía,"[10, 100)",0.03440068091466534,2026-06-16
MEX.32.34_1,Nochistlán de Mejía,"(0, 10)",0.5711355535110071,2026-06-16
MEX.14.57_1,La Huerta,100+,0.0076291158427981495,2026-06-16
MEX.14.57_1,La Huerta,"[10, 100)",0.049314229118123595,2026-06-16
MEX.14.57_1,La Huerta,"(0, 10)",0.5524304721681884,2026-06-16
MEX.14.57_1,La Huerta,0,0.3907708138667025,2026-06-16
MEX.5.42_1,Ixtapa,100+,0.00027810143479436143,2026-06-16
MEX.5.42_1,Ixtapa,"(0, 10)",0.5060409441988414,2026-06-16
MEX.5.42_1,Ixtapa,0,0.430229655154483,2026-06-16
MEX.5.42_1,Ixtapa,"[10, 100)",0.06449178513400203,2026-06-16
MEX.21.110_1,Pantepec,"(0, 10)",0.5405512689640751,2026-06-16
MEX.21.110_1,Pantepec,"[10, 100)",0.028547912955808864,2026-06-16
MEX.21.110_1,Pantepec,0,0.42540953730371744,2026-06-16
MEX.21.110_1,Pantepec,100+,0.005701542947655304,2026-06-16
MEX.31.60_1,Quintana Roo,"[10, 100)",0.012565018922167158,2026-06-16
MEX.31.60_1,Quintana Roo,0,0.4011096758671621,2026-06-16
MEX.31.60_1,Quintana Roo,"(0, 10)",0.5379446405033268,2026-06-16
MEX.31.60_1,Quintana Roo,100+,0.012057840925992838,2026-06-16
MEX.14.40_1,Etzatlán,0,0.3685966291994391,2026-06-16
MEX.14.40_1,Etzatlán,"(0, 10)",0.5682300556956436,2026-06-16
MEX.14.40_1,Etzatlán,100+,0.002233017559685032,2026-06-16
MEX.14.40_1,Etzatlán,"[10, 100)",0.058871407009272764,2026-06-16
MEX.5.58_1,Metapa,100+,0.0055960656956768485,2026-06-16
MEX.5.58_1,Metapa,0,0.39060935969638805,2026-06-16
MEX.5.58_1,Metapa,"(0, 10)",0.5164918941323442,2026-06-16
MEX.5.58_1,Metapa,"[10, 100)",0.08233782174116981,2026-06-16
MEX.30.76_1,Ixhuacán de los Reyes,100+,0.0015576451046904877,2026-06-16
MEX.30.76_1,Ixhuacán de los Reyes,"[10, 100)",0.072245364743738,2026-06-16
MEX.30.76_1,Ixhuacán de los Reyes,"(0, 10)",0.5425456310422245,2026-06-16
MEX.30.76_1,Ixhuacán de los Reyes,0,0.3841318795575901,2026-06-16
MEX.10.23_1,Pueblo Nuevo,"(0, 10)",0.5784983503035014,2026-06-16
MEX.10.23_1,Pueblo Nuevo,100+,0.004662836885115979,2026-06-16
MEX.10.23_1,Pueblo Nuevo,"[10, 100)",0.02849845890307507,2026-06-16
MEX.10.23_1,Pueblo Nuevo,0,0.3881325797498537,2026-06-16
MEX.30.164_1,Tepetlán,100+,0.0010008687273640596,2026-06-16
MEX.30.164_1,Tepetlán,0,0.4417434146773073,2026-06-16
MEX.30.164_1,Tepetlán,"(0, 10)",0.5256504777165427,2026-06-16
MEX.30.164_1,Tepetlán,"[10, 100)",0.030998343463322593,2026-06-16
MEX.5.29_1,Copainalá,"[10, 100)",0.0368829557192896,2026-06-16
MEX.5.29_1,Copainalá,100+,0.0015632887374013743,2026-06-16
MEX.5.29_1,Copainalá,"(0, 10)",0.565969127686138,2026-06-16
MEX.5.29_1,Copainalá,0,0.3962305406553734,2026-06-16
MEX.19.19_1,General Escobedo,100+,0.002737882739203333,2026-06-16
MEX.19.19_1,General Escobedo,"[10, 100)",0.13655903287522175,2026-06-16
MEX.19.19_1,General Escobedo,"(0, 10)",0.5137183306171468,2026-06-16
MEX.19.19_1,General Escobedo,0,0.3470288116174348,2026-06-16
MEX.16.3_1,Álvaro Obregón,100+,0.016306147160129052,2026-06-16
MEX.16.3_1,Álvaro Obregón,0,0.3870540420553717,2026-06-16
MEX.16.3_1,Álvaro Obregón,"[10, 100)",0.07632012440428938,2026-06-16
MEX.16.3_1,Álvaro Obregón,"(0, 10)",0.5202370063070932,2026-06-16
MEX.11.20_1,Manuel Doblado,"[10, 100)",0.0584034289356166,2026-06-16
MEX.11.20_1,Manuel Doblado,"(0, 10)",0.5633757739232472,2026-06-16
MEX.11.20_1,Manuel Doblado,100+,0.003101167540886916,2026-06-16
MEX.11.20_1,Manuel Doblado,0,0.3751397335411592,2026-06-16
MEX.16.80_1,Santa Ana Maya,"[10, 100)",0.049929380644753184,2026-06-16
MEX.16.80_1,Santa Ana Maya,0,0.3766698266370392,2026-06-16
MEX.16.80_1,Santa Ana Maya,"(0, 10)",0.5657941632418128,2026-06-16
MEX.16.80_1,Santa Ana Maya,100+,0.0018082173050222893,2026-06-16
MEX.5.52_1,Larráinzar,"(0, 10)",0.5540120235748185,2026-06-16
MEX.5.52_1,Larráinzar,0,0.40842630082497544,2026-06-16
MEX.5.52_1,Larráinzar,100+,0.0007781622594906808,2026-06-16
MEX.5.52_1,Larráinzar,"[10, 100)",0.03316808926433218,2026-06-16
MEX.21.135_1,San Nicolás Buenos Aires,0,0.4103725828534634,2026-06-16
MEX.21.135_1,San Nicolás Buenos Aires,100+,-0.0017347441698946922,2026-06-16
MEX.21.135_1,San Nicolás Buenos Aires,"(0, 10)",0.531738661780142,2026-06-16
MEX.21.135_1,San Nicolás Buenos Aires,"[10, 100)",0.05426220795922357,2026-06-16
MEX.18.9_1,La Yesca,"(0, 10)",0.5374015231096053,2026-06-16
MEX.18.9_1,La Yesca,"[10, 100)",0.03044225111185342,2026-06-16
MEX.18.9_1,La Yesca,0,0.43334087479435246,2026-06-16
MEX.18.9_1,La Yesca,100+,0.004396041036523623,2026-06-16
MEX.5.86_1,Soyaló,"[10, 100)",0.07217150778560716,2026-06-16
MEX.5.86_1,Soyaló,"(0, 10)",0.5443717045377685,2026-06-16
MEX.5.86_1,Soyaló,0,0.38242615951369224,2026-06-16
MEX.5.86_1,Soyaló,100+,-8.327619166719223e-06,2026-06-16
MEX.21.99_1,Naupan,"[10, 100)",0.03352467530288153,2026-06-16
MEX.21.99_1,Naupan,100+,0.010088064800178239,2026-06-16
MEX.21.99_1,Naupan,"(0, 10)",0.5804436103646924,2026-06-16
MEX.21.99_1,Naupan,0,0.37628020217368957,2026-06-16
MEX.30.119_1,Orizaba,"(0, 10)",0.6051528346850125,2026-06-16
MEX.30.119_1,Orizaba,"[10, 100)",0.017069208372544956,2026-06-16
MEX.30.119_1,Orizaba,100+,0.0015014479696899067,2026-06-16
MEX.30.119_1,Orizaba,0,0.3752430261317517,2026-06-16
MEX.21.27_1,Camocuautla,"[10, 100)",0.02244854912444895,2026-06-16
MEX.21.27_1,Camocuautla,"(0, 10)",0.5711194709029476,2026-06-16
MEX.21.27_1,Camocuautla,100+,0.0033922966065749374,2026-06-16
MEX.21.27_1,Camocuautla,0,0.4467619985613437,2026-06-16
MEX.5.41_1,Ixtacomitán,"(0, 10)",0.5671812215558852,2026-06-16
MEX.5.41_1,Ixtacomitán,100+,0.001145069226358646,2026-06-16
MEX.5.41_1,Ixtacomitán,0,0.39922923657085874,2026-06-16
MEX.5.41_1,Ixtacomitán,"[10, 100)",0.03392317716429774,2026-06-16
MEX.16.5_1,Angangueo,"(0, 10)",0.5388699007176709,2026-06-16
MEX.16.5_1,Angangueo,0,0.3828819025402816,2026-06-16
MEX.16.5_1,Angangueo,"[10, 100)",0.06913852378799032,2026-06-16
MEX.16.5_1,Angangueo,100+,0.014534050442918361,2026-06-16
MEX.31.83_1,Telchac Puerto,"(0, 10)",0.5174600896800857,2026-06-16
MEX.31.83_1,Telchac Puerto,100+,0.0008782397945976958,2026-06-16
MEX.31.83_1,Telchac Puerto,"[10, 100)",0.10511559735650906,2026-06-16
MEX.31.83_1,Telchac Puerto,0,0.37546830625470384,2026-06-16
MEX.26.64_1,Trincheras,"[10, 100)",0.069605753157939,2026-06-16
MEX.26.64_1,Trincheras,0,0.4100787091361345,2026-06-16
MEX.26.64_1,Trincheras,100+,0.03286996093213794,2026-06-16
MEX.26.64_1,Trincheras,"(0, 10)",0.4897383170848267,2026-06-16
MEX.15.28_1,Coatepec Harinas,"(0, 10)",0.5848786780424718,2026-06-16
MEX.15.28_1,Coatepec Harinas,100+,0.0003763743907745011,2026-06-16
MEX.15.28_1,Coatepec Harinas,0,0.36915986451963817,2026-06-16
MEX.15.28_1,Coatepec Harinas,"[10, 100)",0.04478726578091324,2026-06-16
MEX.31.2_1,Acanceh,"[10, 100)",0.16444943892879013,2026-06-16
MEX.31.2_1,Acanceh,"(0, 10)",0.4928393407925912,2026-06-16
MEX.31.2_1,Acanceh,100+,0.0019105519988650657,2026-06-16
MEX.31.2_1,Acanceh,0,0.3414425676016413,2026-06-16
MEX.21.144_1,Santa Catarina Tlaltempan,100+,0.0030484830363187256,2026-06-16
MEX.21.144_1,Santa Catarina Tlaltempan,"(0, 10)",0.5995785232362153,2026-06-16
MEX.21.144_1,Santa Catarina Tlaltempan,0,0.42844609089658053,2026-06-16
MEX.21.144_1,Santa Catarina Tlaltempan,"[10, 100)",0.042995909494823396,2026-06-16
MEX.3.4_1,Tecate,"(0, 10)",0.578408634090295,2026-06-16
MEX.3.4_1,Tecate,100+,0.004541253037127206,2026-06-16
MEX.3.4_1,Tecate,0,0.34976313910852186,2026-06-16
MEX.3.4_1,Tecate,"[10, 100)",0.06713616351888273,2026-06-16
MEX.21.123_1,San Gregorio Atzompa,"[10, 100)",0.032872621236290124,2026-06-16
MEX.21.123_1,San Gregorio Atzompa,100+,0.004901067532358833,2026-06-16
MEX.21.123_1,San Gregorio Atzompa,0,0.35251448682378,2026-06-16
MEX.21.123_1,San Gregorio Atzompa,"(0, 10)",0.6097073735885434,2026-06-16
MEX.16.96_1,Tumbiscatío,100+,0.011732383287407227,2026-06-16
MEX.16.96_1,Tumbiscatío,0,0.38861650151663163,2026-06-16
MEX.16.96_1,Tumbiscatío,"[10, 100)",0.022066337000347616,2026-06-16
MEX.16.96_1,Tumbiscatío,"(0, 10)",0.586145821657517,2026-06-16
MEX.30.165_1,Tepetzintla,0,0.40623367214722245,2026-06-16
MEX.30.165_1,Tepetzintla,"(0, 10)",0.5293135174218951,2026-06-16
MEX.30.165_1,Tepetzintla,100+,0.006288536338845448,2026-06-16
MEX.30.165_1,Tepetzintla,"[10, 100)",0.05913289096807965,2026-06-16
MEX.29.14_1,Huamantla,0,0.3580054832568899,2026-06-16
MEX.29.14_1,Huamantla,"(0, 10)",0.559858429620221,2026-06-16
MEX.29.14_1,Huamantla,"[10, 100)",0.07530478758802386,2026-06-16
MEX.29.14_1,Huamantla,100+,0.006814345851333899,2026-06-16
MEX.8.9_1,Tecomán,100+,0.008292821708266278,2026-06-16
MEX.8.9_1,Tecomán,"[10, 100)",0.04858798519521947,2026-06-16
MEX.8.9_1,Tecomán,0,0.36043254381851086,2026-06-16
MEX.8.9_1,Tecomán,"(0, 10)",0.5829132468195103,2026-06-16
MEX.16.48_1,Jungapeo,0,0.385102888001848,2026-06-16
MEX.16.48_1,Jungapeo,"(0, 10)",0.5640465645212658,2026-06-16
MEX.16.48_1,Jungapeo,100+,0.0067227605769180545,2026-06-16
MEX.16.48_1,Jungapeo,"[10, 100)",0.04559276065549944,2026-06-16
MEX.20.16_1,Dist. Ocotlan,"(0, 10)",0.5349807767342323,2026-06-16
MEX.20.16_1,Dist. Ocotlan,0,0.3688490574428446,2026-06-16
MEX.20.16_1,Dist. Ocotlan,"[10, 100)",0.09272739357263436,2026-06-16
MEX.20.16_1,Dist. Ocotlan,100+,0.0033622256077542423,2026-06-16
MEX.15.95_1,Tepetlixpa,"[10, 100)",0.07775548732067308,2026-06-16
MEX.15.95_1,Tepetlixpa,100+,0.0008053565687918987,2026-06-16
MEX.15.95_1,Tepetlixpa,0,0.3764728258184765,2026-06-16
MEX.15.95_1,Tepetlixpa,"(0, 10)",0.5453210386811066,2026-06-16
MEX.30.186_1,Totutla,0,0.4363771186748315,2026-06-16
MEX.30.186_1,Totutla,100+,-0.000734007306088836,2026-06-16
MEX.30.186_1,Totutla,"(0, 10)",0.5196693251683321,2026-06-16
MEX.30.186_1,Totutla,"[10, 100)",0.04535736924575588,2026-06-16
MEX.6.52_1,Ojinaga,100+,0.023792942135976075,2026-06-16
MEX.6.52_1,Ojinaga,"[10, 100)",0.012159870887307375,2026-06-16
MEX.6.52_1,Ojinaga,"(0, 10)",0.6054112996739597,2026-06-16
MEX.6.52_1,Ojinaga,0,0.3582065144303342,2026-06-16
MEX.6.30_1,Guerrero,"[10, 100)",0.06399157712720004,2026-06-16
MEX.6.30_1,Guerrero,100+,0.008931015390673086,2026-06-16
MEX.6.30_1,Guerrero,0,0.3736833340848043,2026-06-16
MEX.6.30_1,Guerrero,"(0, 10)",0.5544563839715446,2026-06-16
MEX.5.16_1,Chalchihuitán,100+,0.0011701527900674477,2026-06-16
MEX.5.16_1,Chalchihuitán,"(0, 10)",0.5211080267554143,2026-06-16
MEX.5.16_1,Chalchihuitán,"[10, 100)",0.032990844066153054,2026-06-16
MEX.5.16_1,Chalchihuitán,0,0.45108152471666674,2026-06-16
MEX.23.8_1,Othón P. Blanco,"(0, 10)",0.6071631061558909,2026-06-16
MEX.23.8_1,Othón P. Blanco,"[10, 100)",0.028534143545011437,2026-06-16
MEX.23.8_1,Othón P. Blanco,100+,0.010113362456460199,2026-06-16
MEX.23.8_1,Othón P. Blanco,0,0.35417148860204367,2026-06-16
MEX.7.15_1,Juárez,"[10, 100)",0.09925150264412448,2026-06-16
MEX.7.15_1,Juárez,100+,0.019405509859601995,2026-06-16
MEX.7.15_1,Juárez,0,0.34595613570752837,2026-06-16
MEX.7.15_1,Juárez,"(0, 10)",0.5462689388445038,2026-06-16
MEX.5.67_1,Oxchuc,100+,0.0008791696449381557,2026-06-16
MEX.5.67_1,Oxchuc,"[10, 100)",0.04484855933807168,2026-06-16
MEX.5.67_1,Oxchuc,0,0.4164801157536091,2026-06-16
MEX.5.67_1,Oxchuc,"(0, 10)",0.5363337796728108,2026-06-16
MEX.14.47_1,Ixtlahuacán de los Membrillos,"[10, 100)",0.09284289940470151,2026-06-16
MEX.14.47_1,Ixtlahuacán de los Membrillos,"(0, 10)",0.534324419352591,2026-06-16
MEX.14.47_1,Ixtlahuacán de los Membrillos,0,0.3665727828315324,2026-06-16
MEX.14.47_1,Ixtlahuacán de los Membrillos,100+,0.006706287654543972,2026-06-16
MEX.32.41_1,Sombrerete,100+,0.010796568963571368,2026-06-16
MEX.32.41_1,Sombrerete,"[10, 100)",0.06064616850212165,2026-06-16
MEX.32.41_1,Sombrerete,0,0.39250078035646313,2026-06-16
MEX.32.41_1,Sombrerete,"(0, 10)",0.5365475155318783,2026-06-16
MEX.30.67_1,Hidalgotitlán,"(0, 10)",0.5158254707481431,2026-06-16
MEX.30.67_1,Hidalgotitlán,0,0.4409487956796559,2026-06-16
MEX.30.67_1,Hidalgotitlán,"[10, 100)",0.039136912690704316,2026-06-16
MEX.30.67_1,Hidalgotitlán,100+,0.004066259585866838,2026-06-16
MEX.16.37_1,Huaniqueo,"(0, 10)",0.5405176130640749,2026-06-16
MEX.16.37_1,Huaniqueo,"[10, 100)",0.03656682801298828,2026-06-16
MEX.16.37_1,Huaniqueo,0,0.4125496847109796,2026-06-16
MEX.16.37_1,Huaniqueo,100+,0.004904006417154379,2026-06-16
MEX.29.13_1,Españita,"(0, 10)",0.5173043663774946,2026-06-16
MEX.29.13_1,Españita,100+,0.006091911601007759,2026-06-16
MEX.29.13_1,Españita,"[10, 100)",0.07575596778618018,2026-06-16
MEX.29.13_1,Españita,0,0.4009918175434885,2026-06-16
MEX.21.169_1,Tetela de Ocampo,100+,0.004092803210825183,2026-06-16
MEX.21.169_1,Tetela de Ocampo,"[10, 100)",0.04190076368693526,2026-06-16
MEX.21.169_1,Tetela de Ocampo,0,0.3685448627329341,2026-06-16
MEX.21.169_1,Tetela de Ocampo,"(0, 10)",0.5838322842982882,2026-06-16
MEX.17.23_1,Tetela del Volcán,"[10, 100)",0.03299432010648938,2026-06-16
MEX.17.23_1,Tetela del Volcán,0,0.3840490474923618,2026-06-16
MEX.17.23_1,Tetela del Volcán,100+,0.001218207983990944,2026-06-16
MEX.17.23_1,Tetela del Volcán,"(0, 10)",0.5911971619961376,2026-06-16
MEX.21.151_1,Tecamachalco,"(0, 10)",0.5550658548056323,2026-06-16
MEX.21.151_1,Tecamachalco,100+,0.013416560196175516,2026-06-16
MEX.21.151_1,Tecamachalco,"[10, 100)",0.05937996596922839,2026-06-16
MEX.21.151_1,Tecamachalco,0,0.3718709355896074,2026-06-16
MEX.24.46_1,Vanegas,"[10, 100)",0.06750165870394574,2026-06-16
MEX.24.46_1,Vanegas,100+,0.017391592633948242,2026-06-16
MEX.24.46_1,Vanegas,"(0, 10)",0.5052050129707083,2026-06-16
MEX.24.46_1,Vanegas,0,0.41183340434599214,2026-06-16
MEX.14.100_1,Tlaquepaque,"[10, 100)",0.11453666248282264,2026-06-16
MEX.14.100_1,Tlaquepaque,0,0.3485856209665384,2026-06-16
MEX.14.100_1,Tlaquepaque,100+,0.0032288221518535546,2026-06-16
MEX.14.100_1,Tlaquepaque,"(0, 10)",0.533646362803951,2026-06-16
MEX.24.42_1,Tancanhuitz de Santos,100+,0.006432955329575783,2026-06-16
MEX.24.42_1,Tancanhuitz de Santos,"[10, 100)",0.05805730708543281,2026-06-16
MEX.24.42_1,Tancanhuitz de Santos,0,0.3744430059608368,2026-06-16
MEX.24.42_1,Tancanhuitz de Santos,"(0, 10)",0.56018321840757,2026-06-16
MEX.14.12_1,Atotonilco El Alto,"(0, 10)",0.5783847023546789,2026-06-16
MEX.14.12_1,Atotonilco El Alto,0,0.36254319900769694,2026-06-16
MEX.14.12_1,Atotonilco El Alto,"[10, 100)",0.056154514792605,2026-06-16
MEX.14.12_1,Atotonilco El Alto,100+,0.002766845799268949,2026-06-16
MEX.31.13_1,Chacsinkín,0,0.3704706500724845,2026-06-16
MEX.31.13_1,Chacsinkín,"(0, 10)",0.5633854033620099,2026-06-16
MEX.31.13_1,Chacsinkín,100+,0.030556372023043343,2026-06-16
MEX.31.13_1,Chacsinkín,"[10, 100)",0.026885681191712932,2026-06-16
MEX.16.52_1,Lázaro Cárdenas,0,0.3496354415816152,2026-06-16
MEX.16.52_1,Lázaro Cárdenas,"[10, 100)",0.03202900908687278,2026-06-16
MEX.16.52_1,Lázaro Cárdenas,100+,0.0071009151254819835,2026-06-16
MEX.16.52_1,Lázaro Cárdenas,"(0, 10)",0.611268112496501,2026-06-16
MEX.15.97_1,Tequixquiac,0,0.36891942884750795,2026-06-16
MEX.15.97_1,Tequixquiac,"(0, 10)",0.5207218326705335,2026-06-16
MEX.15.97_1,Tequixquiac,"[10, 100)",0.10834335644714982,2026-06-16
MEX.15.97_1,Tequixquiac,100+,0.0018186831401409967,2026-06-16
MEX.14.65_1,Mexticacán,"[10, 100)",0.04448747597064253,2026-06-16
MEX.14.65_1,Mexticacán,0,0.42277294184411335,2026-06-16
MEX.14.65_1,Mexticacán,100+,0.0034187306228170757,2026-06-16
MEX.14.65_1,Mexticacán,"(0, 10)",0.533028921765426,2026-06-16
MEX.21.55_1,Cuautlancingo,100+,0.0028335573634378306,2026-06-16
MEX.21.55_1,Cuautlancingo,0,0.35580126142991936,2026-06-16
MEX.21.55_1,Cuautlancingo,"(0, 10)",0.5895860061971472,2026-06-16
MEX.21.55_1,Cuautlancingo,"[10, 100)",0.05178694207925757,2026-06-16
MEX.22.16_1,San Juan del Río,"[10, 100)",0.06392638314668954,2026-06-16
MEX.22.16_1,San Juan del Río,100+,0.010429963397173399,2026-06-16
MEX.22.16_1,San Juan del Río,"(0, 10)",0.5806567206603992,2026-06-16
MEX.22.16_1,San Juan del Río,0,0.34499172392265676,2026-06-16
MEX.24.20_1,Matehuala,"(0, 10)",0.5867203890026108,2026-06-16
MEX.24.20_1,Matehuala,100+,0.027726329733753323,2026-06-16
MEX.24.20_1,Matehuala,0,0.3623660646673106,2026-06-16
MEX.24.20_1,Matehuala,"[10, 100)",0.023182282395723328,2026-06-16
MEX.15.21_1,Chapa de Mota,"(0, 10)",0.5306505463582448,2026-06-16
MEX.15.21_1,Chapa de Mota,"[10, 100)",0.13988002083818968,2026-06-16
MEX.15.21_1,Chapa de Mota,100+,0.0022563244243200276,2026-06-16
MEX.15.21_1,Chapa de Mota,0,0.3263092063996806,2026-06-16
MEX.10.8_1,Gómez Palacio,0,0.3545741833328813,2026-06-16
MEX.10.8_1,Gómez Palacio,100+,0.01093058234460114,2026-06-16
MEX.10.8_1,Gómez Palacio,"(0, 10)",0.5595537589954706,2026-06-16
MEX.10.8_1,Gómez Palacio,"[10, 100)",0.07494196745228787,2026-06-16
MEX.14.22_1,Chimaltitán,100+,0.0006441137207461959,2026-06-16
MEX.14.22_1,Chimaltitán,0,0.4515782697349029,2026-06-16
MEX.14.22_1,Chimaltitán,"(0, 10)",0.5059506712246469,2026-06-16
MEX.14.22_1,Chimaltitán,"[10, 100)",0.03980726987328552,2026-06-16
MEX.5.51_1,La Trinitaria,"[10, 100)",0.05664596188708064,2026-06-16
MEX.5.51_1,La Trinitaria,"(0, 10)",0.522290456262356,2026-06-16
MEX.5.51_1,La Trinitaria,0,0.41597031585859484,2026-06-16
MEX.5.51_1,La Trinitaria,100+,0.0044083279638568364,2026-06-16
MEX.6.48_1,Namiquipa,"[10, 100)",0.06749275342507924,2026-06-16
MEX.6.48_1,Namiquipa,"(0, 10)",0.5475438162292158,2026-06-16
MEX.6.48_1,Namiquipa,0,0.36834901912975315,2026-06-16
MEX.6.48_1,Namiquipa,100+,0.015480328590243078,2026-06-16
MEX.24.25_1,Rioverde,"(0, 10)",0.593075237609699,2026-06-16
MEX.24.25_1,Rioverde,100+,0.010253518215193448,2026-06-16
MEX.24.25_1,Rioverde,"[10, 100)",0.0293638301980645,2026-06-16
MEX.24.25_1,Rioverde,0,0.36731395521942833,2026-06-16
MEX.4.2_1,Campeche,100+,0.006983264040415642,2026-06-16
MEX.4.2_1,Campeche,0,0.34859452662447765,2026-06-16
MEX.4.2_1,Campeche,"[10, 100)",0.021032448165004432,2026-06-16
MEX.4.2_1,Campeche,"(0, 10)",0.6234784424366685,2026-06-16
MEX.19.8_1,Cadereyta Jiménez,"[10, 100)",0.10401980375616647,2026-06-16
MEX.19.8_1,Cadereyta Jiménez,"(0, 10)",0.5451136437644182,2026-06-16
MEX.19.8_1,Cadereyta Jiménez,0,0.34650115353747557,2026-06-16
MEX.19.8_1,Cadereyta Jiménez,100+,0.004378495298684316,2026-06-16
MEX.31.3_1,Akil,100+,0.005778299109245888,2026-06-16
MEX.31.3_1,Akil,"(0, 10)",0.5946780827902395,2026-06-16
MEX.31.3_1,Akil,0,0.36549711514841926,2026-06-16
MEX.31.3_1,Akil,"[10, 100)",0.03838266307310249,2026-06-16
MEX.15.112_1,Villa de Allende,0,0.38704163944270087,2026-06-16
MEX.15.112_1,Villa de Allende,100+,0.004236268640441634,2026-06-16
MEX.15.112_1,Villa de Allende,"(0, 10)",0.5356594422111586,2026-06-16
MEX.15.112_1,Villa de Allende,"[10, 100)",0.0729832629579856,2026-06-16
MEX.21.35_1,Chiconcuautla,0,0.3821299139844446,2026-06-16
MEX.21.35_1,Chiconcuautla,"(0, 10)",0.5678995543655635,2026-06-16
MEX.21.35_1,Chiconcuautla,"[10, 100)",0.04141974775684067,2026-06-16
MEX.21.35_1,Chiconcuautla,100+,0.0023873187583579613,2026-06-16
MEX.19.12_1,Ciénega de Flores,"(0, 10)",0.5021738854298078,2026-06-16
MEX.19.12_1,Ciénega de Flores,"[10, 100)",0.1379477551991094,2026-06-16
MEX.19.12_1,Ciénega de Flores,0,0.35548549501129273,2026-06-16
MEX.19.12_1,Ciénega de Flores,100+,0.004257500912664169,2026-06-16
MEX.14.117_1,Villa Hidalgo,"[10, 100)",0.036987277771888885,2026-06-16
MEX.14.117_1,Villa Hidalgo,0,0.3689761182419104,2026-06-16
MEX.14.117_1,Villa Hidalgo,100+,0.007922568968819873,2026-06-16
MEX.14.117_1,Villa Hidalgo,"(0, 10)",0.5846658634087,2026-06-16
MEX.30.122_1,Ozuluama,0,0.3965355192319887,2026-06-16
MEX.30.122_1,Ozuluama,100+,0.017061523851225,2026-06-16
MEX.30.122_1,Ozuluama,"[10, 100)",0.05138656287969219,2026-06-16
MEX.30.122_1,Ozuluama,"(0, 10)",0.5351258351038225,2026-06-16
